"","Time","strain","OD600","expt","trial","mean_OD600","sem_OD600"
"1061",17.75,"KPPR1",3.939,"Mouse_Pa","trial_3",4.3654,0.085261100380509
"1062",17.75,"145.1",3.911,"Mouse_Pa","trial_3",3.84233333333333,0.0395488446242253
"1063",17.75,"191.1",4.209,"Mouse_Pa","trial_3",4.13033333333333,0.0742121583330146
"1064",17.75,"193.1",4.158,"Mouse_Pa","trial_3",3.917,0.120577775730024
"1065",18,"KPPR1",3.954,"Mouse_Pa","trial_3",4.37206666666667,0.0848038895484145
"1066",18,"145.1",3.889,"Mouse_Pa","trial_3",3.82633333333333,0.03892442820532
"1067",18,"191.1",4.181,"Mouse_Pa","trial_3",4.101,0.0740810367098085
"1068",18,"193.1",4.131,"Mouse_Pa","trial_3",3.89066666666667,0.12020861496212
"1069",18.25,"KPPR1",3.959,"Mouse_Pa","trial_3",4.37666666666667,0.0845040245120323
"1070",18.25,"145.1",3.87,"Mouse_Pa","trial_3",3.81233333333333,0.0374892577206384
"1071",18.25,"191.1",4.154,"Mouse_Pa","trial_3",4.07433333333333,0.071815349643683
"1072",18.25,"193.1",4.096,"Mouse_Pa","trial_3",3.86233333333333,0.11683368996617
"1073",18.5,"KPPR1",3.962,"Mouse_Pa","trial_3",4.38086666666667,0.0846940638087726
"1074",18.5,"145.1",3.857,"Mouse_Pa","trial_3",3.798,0.0402781992315115
"1075",18.5,"191.1",4.123,"Mouse_Pa","trial_3",4.03966666666667,0.0693405444967886
"1076",18.5,"193.1",4.067,"Mouse_Pa","trial_3",3.83566666666667,0.115672430211832
"1077",18.75,"KPPR1",3.972,"Mouse_Pa","trial_3",4.38386666666667,0.0839029976572531
"1078",18.75,"145.1",3.846,"Mouse_Pa","trial_3",3.788,0.0409186184191663
"1079",18.75,"191.1",4.099,"Mouse_Pa","trial_3",4.013,0.0692411245816628
"1080",18.75,"193.1",4.035,"Mouse_Pa","trial_3",3.80966666666667,0.112668145946896
"1081",19,"KPPR1",3.982,"Mouse_Pa","trial_3",4.39006666666667,0.0835844293238688
"1082",19,"145.1",3.833,"Mouse_Pa","trial_3",3.77633333333333,0.0425571511160124
"1083",19,"191.1",4.077,"Mouse_Pa","trial_3",3.988,0.0681933525597131
"1084",19,"193.1",4.007,"Mouse_Pa","trial_3",3.785,0.111037531192536
"1085",19.25,"KPPR1",3.988,"Mouse_Pa","trial_3",4.3918,0.083096169185669
"1086",19.25,"145.1",3.817,"Mouse_Pa","trial_3",3.76233333333333,0.0450382553441455
"1087",19.25,"191.1",4.052,"Mouse_Pa","trial_3",3.959,0.0695149863938224
"1088",19.25,"193.1",3.978,"Mouse_Pa","trial_3",3.761,0.108518815572846
"1089",19.5,"KPPR1",3.995,"Mouse_Pa","trial_3",4.39573333333333,0.083362174056895
"1090",19.5,"145.1",3.807,"Mouse_Pa","trial_3",3.752,0.0453688586293873
"1091",19.5,"191.1",4.02,"Mouse_Pa","trial_3",3.931,0.0639296488336984
"1092",19.5,"193.1",3.946,"Mouse_Pa","trial_3",3.736,0.105077748992512
"1093",19.75,"KPPR1",4,"Mouse_Pa","trial_3",4.39706666666667,0.0829948057276947
"1094",19.75,"145.1",3.794,"Mouse_Pa","trial_3",3.74333333333333,0.0448007936437639
"1095",19.75,"191.1",3.995,"Mouse_Pa","trial_3",3.90466666666667,0.0631726030631775
"1096",19.75,"193.1",3.921,"Mouse_Pa","trial_3",3.712,0.104675689632311
"1097",20,"KPPR1",4.001,"Mouse_Pa","trial_3",4.3998,0.0823168211705181
"1098",20,"145.1",3.784,"Mouse_Pa","trial_3",3.73233333333333,0.0482090355754096
"1099",20,"191.1",3.971,"Mouse_Pa","trial_3",3.87666666666667,0.0654123671623171
"1100",20,"193.1",3.893,"Mouse_Pa","trial_3",3.68666666666667,0.103505770102176
"1101",20.25,"KPPR1",4.013,"Mouse_Pa","trial_3",4.40286666666667,0.0815382975555289
"1102",20.25,"145.1",3.771,"Mouse_Pa","trial_3",3.726,0.0455009157417006
"1103",20.25,"191.1",3.939,"Mouse_Pa","trial_3",3.85066666666667,0.0612490362735973
"1104",20.25,"193.1",3.863,"Mouse_Pa","trial_3",3.66266666666667,0.101005500400281
"1105",20.5,"KPPR1",4.013,"Mouse_Pa","trial_3",4.4074,0.0815821992722386
"1106",20.5,"145.1",3.761,"Mouse_Pa","trial_3",3.71733333333333,0.0477225779316714
"1107",20.5,"191.1",3.915,"Mouse_Pa","trial_3",3.826,0.0610928255471404
"1108",20.5,"193.1",3.834,"Mouse_Pa","trial_3",3.64366666666667,0.0961289643020135
"1109",20.75,"KPPR1",4.009,"Mouse_Pa","trial_3",4.409,0.0825967830573841
"1110",20.75,"145.1",3.749,"Mouse_Pa","trial_3",3.707,0.0481248376620638
"1111",20.75,"191.1",3.887,"Mouse_Pa","trial_3",3.796,0.0595343038368076
"1112",20.75,"193.1",3.807,"Mouse_Pa","trial_3",3.62033333333333,0.0950339120758713
"1113",21,"KPPR1",4.017,"Mouse_Pa","trial_3",4.41066666666667,0.081657803211921
"1114",21,"145.1",3.739,"Mouse_Pa","trial_3",3.7,0.0477528358669234
"1115",21,"191.1",3.864,"Mouse_Pa","trial_3",3.77066666666667,0.058814208411838
"1116",21,"193.1",3.781,"Mouse_Pa","trial_3",3.60233333333333,0.0914646258275722
"1117",21.25,"KPPR1",4.02,"Mouse_Pa","trial_3",4.41073333333333,0.0809521002796255
"1118",21.25,"145.1",3.727,"Mouse_Pa","trial_3",3.691,0.0495714971867235
"1119",21.25,"191.1",3.841,"Mouse_Pa","trial_3",3.743,0.0613704597777574
"1120",21.25,"193.1",3.754,"Mouse_Pa","trial_3",3.58166666666667,0.0884389305930621
"1121",21.5,"KPPR1",4.033,"Mouse_Pa","trial_3",4.4126,0.0808909789543338
"1122",21.5,"145.1",3.72,"Mouse_Pa","trial_3",3.686,0.0497594212184989
"1123",21.5,"191.1",3.819,"Mouse_Pa","trial_3",3.71966666666667,0.060225502165703
"1124",21.5,"193.1",3.733,"Mouse_Pa","trial_3",3.565,0.0874299719775776
"1125",21.75,"KPPR1",4.026,"Mouse_Pa","trial_3",4.41213333333333,0.0804136843759856
"1126",21.75,"145.1",3.712,"Mouse_Pa","trial_3",3.68,0.0521664004253058
"1127",21.75,"191.1",3.801,"Mouse_Pa","trial_3",3.69666666666667,0.0631039706445728
"1128",21.75,"193.1",3.707,"Mouse_Pa","trial_3",3.54766666666667,0.0843491421282859
"1129",22,"KPPR1",4.035,"Mouse_Pa","trial_3",4.4162,0.0796890504517701
"1130",22,"145.1",3.702,"Mouse_Pa","trial_3",3.67333333333333,0.0544589549824248
"1131",22,"191.1",3.778,"Mouse_Pa","trial_3",3.67433333333333,0.0638235414595935
"1132",22,"193.1",3.682,"Mouse_Pa","trial_3",3.53133333333333,0.0815298173131223
"1133",22.25,"KPPR1",4.037,"Mouse_Pa","trial_3",4.41813333333333,0.0789243077207925
"1134",22.25,"145.1",3.688,"Mouse_Pa","trial_3",3.667,0.0549939390599849
"1135",22.25,"191.1",3.755,"Mouse_Pa","trial_3",3.652,0.0638931399551887
"1136",22.25,"193.1",3.66,"Mouse_Pa","trial_3",3.51433333333333,0.0807760965742824
"1137",22.5,"KPPR1",4.035,"Mouse_Pa","trial_3",4.41553333333333,0.0793596314955602
"1138",22.5,"145.1",3.688,"Mouse_Pa","trial_3",3.659,0.0564535207050898
"1139",22.5,"191.1",3.738,"Mouse_Pa","trial_3",3.62466666666667,0.0658213069183866
"1140",22.5,"193.1",3.634,"Mouse_Pa","trial_3",3.49833333333333,0.0779451374008953
"1141",22.75,"KPPR1",4.039,"Mouse_Pa","trial_3",4.41493333333333,0.0798186913702768
"1142",22.75,"145.1",3.674,"Mouse_Pa","trial_3",3.65166666666667,0.0556906136116711
"1143",22.75,"191.1",3.716,"Mouse_Pa","trial_3",3.603,0.064392028492146
"1144",22.75,"193.1",3.614,"Mouse_Pa","trial_3",3.48233333333333,0.0783248222326599
"1145",23,"KPPR1",4.045,"Mouse_Pa","trial_3",4.4146,0.0787423042347027
"1146",23,"145.1",3.664,"Mouse_Pa","trial_3",3.64533333333333,0.055636718490979
"1147",23,"191.1",3.7,"Mouse_Pa","trial_3",3.58166666666667,0.0667441216720828
"1148",23,"193.1",3.597,"Mouse_Pa","trial_3",3.46733333333333,0.0794362078092296
"1149",23.25,"KPPR1",4.049,"Mouse_Pa","trial_3",4.4174,0.0787103672000195
"1150",23.25,"145.1",3.658,"Mouse_Pa","trial_3",3.63866666666667,0.058538686163748
"1151",23.25,"191.1",3.689,"Mouse_Pa","trial_3",3.56333333333333,0.0700150777412345
"1152",23.25,"193.1",3.576,"Mouse_Pa","trial_3",3.45533333333333,0.0777717457978439
"1153",23.5,"KPPR1",4.045,"Mouse_Pa","trial_3",4.41526666666667,0.0782261962374356
"1154",23.5,"145.1",3.649,"Mouse_Pa","trial_3",3.63366666666667,0.0576695567676549
"1155",23.5,"191.1",3.664,"Mouse_Pa","trial_3",3.54133333333333,0.068542768481519
"1156",23.5,"193.1",3.559,"Mouse_Pa","trial_3",3.44133333333333,0.0786857321529415
"1157",23.75,"KPPR1",4.046,"Mouse_Pa","trial_3",4.414,0.0775701832751047
"1158",23.75,"145.1",3.639,"Mouse_Pa","trial_3",3.626,0.0601082357085948
"1159",23.75,"191.1",3.648,"Mouse_Pa","trial_3",3.524,0.0701925922017417
"1160",23.75,"193.1",3.539,"Mouse_Pa","trial_3",3.424,0.0808723273643918
"1161",24,"KPPR1",4.046,"Mouse_Pa","trial_3",4.41273333333333,0.077760282839645
"1162",24,"145.1",3.632,"Mouse_Pa","trial_3",3.617,0.0613704597777573
"1163",24,"191.1",3.641,"Mouse_Pa","trial_3",3.50466666666667,0.0746019064397449
"1164",24,"193.1",3.522,"Mouse_Pa","trial_3",3.41266666666667,0.0807760965742823
"1165",0,"KPPR1",0.01,"Lab_Pa","trial_1",0.00593333333333333,0.0022771466411711
"1166",0,"PA01",0.015,"Lab_Pa","trial_1",0.009,0.00416333199893227
"1167",0,"Pa14",0.012,"Lab_Pa","trial_1",0.00666666666666667,0.00352766841475279
"1168",0.25,"KPPR1",0.009,"Lab_Pa","trial_1",0.0064,0.0024118753817606
"1169",0.25,"PA01",0.013,"Lab_Pa","trial_1",0.00766666666666667,0.00392994204085053
"1170",0.25,"Pa14",0.01,"Lab_Pa","trial_1",0.006,0.00264575131106459
"1171",0.5,"KPPR1",0.009,"Lab_Pa","trial_1",0.00813333333333333,0.00246473540870428
"1172",0.5,"PA01",0.012,"Lab_Pa","trial_1",0.00766666666666667,0.00384418753155693
"1173",0.5,"Pa14",0.013,"Lab_Pa","trial_1",0.00833333333333333,0.0032829526005987
"1174",0.75,"KPPR1",0.018,"Lab_Pa","trial_1",0.0116,0.00258898766757533
"1175",0.75,"PA01",0.011,"Lab_Pa","trial_1",0.008,0.00404145188432738
"1176",0.75,"Pa14",0.018,"Lab_Pa","trial_1",0.0106666666666667,0.00433333333333333
"1177",1,"KPPR1",0.019,"Lab_Pa","trial_1",0.0172,0.00284554790104522
"1178",1,"PA01",0.014,"Lab_Pa","trial_1",0.0103333333333333,0.00417665469538056
"1179",1,"Pa14",0.018,"Lab_Pa","trial_1",0.0116666666666667,0.00409606857581484
"1180",1.25,"KPPR1",0.022,"Lab_Pa","trial_1",0.0281333333333333,0.00384567371850582
"1181",1.25,"PA01",0.015,"Lab_Pa","trial_1",0.0126666666666667,0.00448454134902457
"1182",1.25,"Pa14",0.017,"Lab_Pa","trial_1",0.012,0.00321455025366432
"1183",1.5,"KPPR1",0.032,"Lab_Pa","trial_1",0.0489333333333333,0.00595816100316889
"1184",1.5,"PA01",0.02,"Lab_Pa","trial_1",0.017,0.00458257569495584
"1185",1.5,"Pa14",0.02,"Lab_Pa","trial_1",0.015,0.00321455025366432
"1186",1.75,"KPPR1",0.05,"Lab_Pa","trial_1",0.0852,0.00965509981206576
"1187",1.75,"PA01",0.034,"Lab_Pa","trial_1",0.0276666666666667,0.0053644923131437
"1188",1.75,"Pa14",0.025,"Lab_Pa","trial_1",0.019,0.00346410161513776
"1189",2,"KPPR1",0.084,"Lab_Pa","trial_1",0.1438,0.0139632851912912
"1190",2,"PA01",0.041,"Lab_Pa","trial_1",0.0423333333333333,0.00523874454850057
"1191",2,"Pa14",0.031,"Lab_Pa","trial_1",0.0246666666666667,0.0032829526005987
"1192",2.25,"KPPR1",0.139,"Lab_Pa","trial_1",0.2272,0.020821737725386
"1193",2.25,"PA01",0.069,"Lab_Pa","trial_1",0.081,0.0161658075373095
"1194",2.25,"Pa14",0.041,"Lab_Pa","trial_1",0.035,0.00305505046330389
"1195",2.5,"KPPR1",0.22,"Lab_Pa","trial_1",0.355533333333333,0.0316979594756608
"1196",2.5,"PA01",0.179,"Lab_Pa","trial_1",0.155666666666667,0.0181138375589247
"1197",2.5,"Pa14",0.06,"Lab_Pa","trial_1",0.0543333333333333,0.00348010216963685
"1198",2.75,"KPPR1",0.323,"Lab_Pa","trial_1",0.585533333333333,0.0649722920186654
"1199",2.75,"PA01",0.268,"Lab_Pa","trial_1",0.223,0.0304357246231026
"1200",2.75,"Pa14",0.138,"Lab_Pa","trial_1",0.0946666666666667,0.0217893959938723
"1201",3,"KPPR1",0.476,"Lab_Pa","trial_1",0.9096,0.0891258500260006
"1202",3,"PA01",0.348,"Lab_Pa","trial_1",0.310666666666667,0.0222585813663954
"1203",3,"Pa14",0.185,"Lab_Pa","trial_1",0.12,0.0325320354932386
"1204",3.25,"KPPR1",0.798,"Lab_Pa","trial_1",1.30306666666667,0.0845797153812204
"1205",3.25,"PA01",0.434,"Lab_Pa","trial_1",0.406666666666667,0.0138604152575279
"1206",3.25,"Pa14",0.253,"Lab_Pa","trial_1",0.188,0.032654759734736
"1207",3.5,"KPPR1",1.3,"Lab_Pa","trial_1",1.6816,0.071117796312744
"1208",3.5,"PA01",0.527,"Lab_Pa","trial_1",0.505,0.0110151410945722
"1209",3.5,"Pa14",0.349,"Lab_Pa","trial_1",0.269,0.0416333199893227
"1210",3.75,"KPPR1",1.709,"Lab_Pa","trial_1",1.97326666666667,0.0620333602006032
"1211",3.75,"PA01",0.626,"Lab_Pa","trial_1",0.602666666666667,0.0172465777603687
"1212",3.75,"Pa14",0.455,"Lab_Pa","trial_1",0.365,0.0495681349255749
"1213",4,"KPPR1",2.031,"Lab_Pa","trial_1",2.2096,0.0627907939870472
"1214",4,"PA01",0.714,"Lab_Pa","trial_1",0.690666666666667,0.0172465777603687
"1215",4,"Pa14",0.561,"Lab_Pa","trial_1",0.463,0.051597803570824
"1216",4.25,"KPPR1",2.262,"Lab_Pa","trial_1",2.40013333333333,0.0628807538627616
"1217",4.25,"PA01",0.84,"Lab_Pa","trial_1",0.807333333333333,0.0246599089842422
"1218",4.25,"Pa14",0.687,"Lab_Pa","trial_1",0.605666666666667,0.0659831628355127
"1219",4.5,"KPPR1",2.454,"Lab_Pa","trial_1",2.55193333333333,0.0656584573065269
"1220",4.5,"PA01",0.982,"Lab_Pa","trial_1",0.948666666666667,0.0280138854459316
"1221",4.5,"Pa14",0.823,"Lab_Pa","trial_1",0.735333333333333,0.0793186260877257
"1222",4.75,"KPPR1",2.622,"Lab_Pa","trial_1",2.67953333333333,0.0671075800605811
"1223",4.75,"PA01",1.163,"Lab_Pa","trial_1",1.103,0.0408411557133243
"1224",4.75,"Pa14",1,"Lab_Pa","trial_1",0.87,0.0954218703093443
"1225",5,"KPPR1",2.739,"Lab_Pa","trial_1",2.7912,0.0681341953165117
"1226",5,"PA01",1.502,"Lab_Pa","trial_1",1.459,0.0772420438189807
"1227",5,"Pa14",1.157,"Lab_Pa","trial_1",1.01966666666667,0.107829082863164
"1228",5.25,"KPPR1",2.866,"Lab_Pa","trial_1",2.883,0.0700222413645428
"1229",5.25,"PA01",2.372,"Lab_Pa","trial_1",2.10666666666667,0.140101550471237
"1230",5.25,"Pa14",1.414,"Lab_Pa","trial_1",1.22266666666667,0.142103639800128
"1231",5.5,"KPPR1",2.948,"Lab_Pa","trial_1",2.9648,0.0715650353574585
"1232",5.5,"PA01",2.677,"Lab_Pa","trial_1",2.49733333333333,0.184184991546844
"1233",5.5,"Pa14",1.657,"Lab_Pa","trial_1",1.42866666666667,0.165905930508158
"1234",5.75,"KPPR1",3.03,"Lab_Pa","trial_1",3.04846666666667,0.0734278308899721
"1235",5.75,"PA01",3.167,"Lab_Pa","trial_1",2.85566666666667,0.169691222846413
"1236",5.75,"Pa14",1.981,"Lab_Pa","trial_1",1.66933333333333,0.199049686706053
"1237",6,"KPPR1",3.106,"Lab_Pa","trial_1",3.11753333333333,0.0739235684220802
"1238",6,"PA01",3.256,"Lab_Pa","trial_1",3.05866666666667,0.114317297223318
"1239",6,"Pa14",2.314,"Lab_Pa","trial_1",1.954,0.229285847797024
"1240",6.25,"KPPR1",3.185,"Lab_Pa","trial_1",3.18466666666667,0.075419377746588
"1241",6.25,"PA01",3.43,"Lab_Pa","trial_1",3.25,0.109161959186034
"1242",6.25,"Pa14",2.594,"Lab_Pa","trial_1",2.23066666666667,0.234561529478112
"1243",6.5,"KPPR1",3.257,"Lab_Pa","trial_1",3.2474,0.0759300931621913
"1244",6.5,"PA01",3.581,"Lab_Pa","trial_1",3.40766666666667,0.107787342072764
"1245",6.5,"Pa14",2.82,"Lab_Pa","trial_1",2.48866666666667,0.218590433866118
"1246",6.75,"KPPR1",3.315,"Lab_Pa","trial_1",3.30606666666667,0.0776794675737397
"1247",6.75,"PA01",3.705,"Lab_Pa","trial_1",3.55066666666667,0.100863494111816
"1248",6.75,"Pa14",3.024,"Lab_Pa","trial_1",2.71266666666667,0.208788037120053
"1249",7,"KPPR1",3.354,"Lab_Pa","trial_1",3.35786666666667,0.0780905985846029
"1250",7,"PA01",3.824,"Lab_Pa","trial_1",3.66233333333333,0.110502388108935
"1251",7,"Pa14",3.07,"Lab_Pa","trial_1",2.844,0.177015065272234
"1252",7.25,"KPPR1",3.426,"Lab_Pa","trial_1",3.41266666666667,0.0788130800521182
"1253",7.25,"PA01",3.905,"Lab_Pa","trial_1",3.755,0.10288990880224
"1254",7.25,"Pa14",3.266,"Lab_Pa","trial_1",3.03866666666667,0.179220844521811
"1255",7.5,"KPPR1",3.48,"Lab_Pa","trial_1",3.46646666666667,0.0789987261299746
"1256",7.5,"PA01",3.965,"Lab_Pa","trial_1",3.83666666666667,0.0963540923423136
"1257",7.5,"Pa14",3.429,"Lab_Pa","trial_1",3.19166666666667,0.178087369319419
"1258",7.75,"KPPR1",3.537,"Lab_Pa","trial_1",3.5172,0.079384429323688
"1259",7.75,"PA01",4.036,"Lab_Pa","trial_1",3.90633333333333,0.0993987480359341
"1260",7.75,"Pa14",3.554,"Lab_Pa","trial_1",3.33433333333333,0.193296260813406
"1261",8,"KPPR1",3.574,"Lab_Pa","trial_1",3.55826666666667,0.0798513778195626
"1262",8,"PA01",4.087,"Lab_Pa","trial_1",3.963,0.0942708862799114
"1263",8,"Pa14",3.671,"Lab_Pa","trial_1",3.44933333333333,0.189158076163239
"1264",8.25,"KPPR1",3.637,"Lab_Pa","trial_1",3.6082,0.0807083638788447
"1265",8.25,"PA01",4.142,"Lab_Pa","trial_1",4.03,0.0941080938779091
"1266",8.25,"Pa14",3.761,"Lab_Pa","trial_1",3.55033333333333,0.18008732449688
"1267",8.5,"KPPR1",3.689,"Lab_Pa","trial_1",3.65086666666667,0.0807728069910062
"1268",8.5,"PA01",4.188,"Lab_Pa","trial_1",4.07833333333333,0.0955341707337106
"1269",8.5,"Pa14",3.903,"Lab_Pa","trial_1",3.65733333333333,0.191072702858827
"1270",8.75,"KPPR1",3.725,"Lab_Pa","trial_1",3.69106666666667,0.0815741828128686
"1271",8.75,"PA01",4.238,"Lab_Pa","trial_1",4.12733333333333,0.0951163030773964
"1272",8.75,"Pa14",4.022,"Lab_Pa","trial_1",3.75066666666667,0.190648309139572
"1273",9,"KPPR1",3.768,"Lab_Pa","trial_1",3.72766666666667,0.0821832833579437
"1274",9,"PA01",4.282,"Lab_Pa","trial_1",4.173,0.0915914843203232
"1275",9,"Pa14",4.103,"Lab_Pa","trial_1",3.83666666666667,0.193642568781878
"1276",9.25,"KPPR1",3.808,"Lab_Pa","trial_1",3.7676,0.0828666053710075
"1277",9.25,"PA01",4.342,"Lab_Pa","trial_1",4.226,0.0948542741964394
"1278",9.25,"Pa14",4.169,"Lab_Pa","trial_1",3.915,0.185000900898707
"1279",9.5,"KPPR1",3.847,"Lab_Pa","trial_1",3.80186666666667,0.0835817174510281
"1280",9.5,"PA01",4.361,"Lab_Pa","trial_1",4.25633333333333,0.0886798235852503
"1281",9.5,"Pa14",4.254,"Lab_Pa","trial_1",3.99566666666667,0.184217564610737
"1282",9.75,"KPPR1",3.902,"Lab_Pa","trial_1",3.83706666666667,0.0838254119139279
"1283",9.75,"PA01",4.396,"Lab_Pa","trial_1",4.29033333333333,0.0892082457573911
"1284",9.75,"Pa14",4.32,"Lab_Pa","trial_1",4.06333333333333,0.18096899673087
"1285",10,"KPPR1",3.929,"Lab_Pa","trial_1",3.8674,0.0835222126143699
"1286",10,"PA01",4.429,"Lab_Pa","trial_1",4.32366666666667,0.0879494804482159
"1287",10,"Pa14",4.396,"Lab_Pa","trial_1",4.18866666666667,0.181953596037867
"1288",10.25,"KPPR1",3.963,"Lab_Pa","trial_1",3.90066666666667,0.0840863879288475
"1289",10.25,"PA01",4.461,"Lab_Pa","trial_1",4.35333333333333,0.087966534040572
"1290",10.25,"Pa14",4.411,"Lab_Pa","trial_1",4.19866666666667,0.181745548623465
"1291",10.5,"KPPR1",4.004,"Lab_Pa","trial_1",3.92973333333333,0.0842330365381923
"1292",10.5,"PA01",4.488,"Lab_Pa","trial_1",4.38333333333333,0.0859075730719424
"1293",10.5,"Pa14",4.466,"Lab_Pa","trial_1",4.262,0.170203799409218
"1294",10.75,"KPPR1",4.039,"Lab_Pa","trial_1",3.95946666666667,0.0855038215056117
"1295",10.75,"PA01",4.514,"Lab_Pa","trial_1",4.408,0.0854068693568225
"1296",10.75,"Pa14",4.468,"Lab_Pa","trial_1",4.29733333333333,0.171667637537708
"1297",11,"KPPR1",4.054,"Lab_Pa","trial_1",3.9826,0.085005646871252
"1298",11,"PA01",4.53,"Lab_Pa","trial_1",4.429,0.0836480723029528
"1299",11,"Pa14",4.48,"Lab_Pa","trial_1",4.33633333333333,0.161483057246814
"1300",11.25,"KPPR1",4.092,"Lab_Pa","trial_1",4.01166666666667,0.0859724577528379
"1301",11.25,"PA01",4.551,"Lab_Pa","trial_1",4.45366666666667,0.0851397543911056
"1302",11.25,"Pa14",4.496,"Lab_Pa","trial_1",4.38433333333333,0.168030089897944
"1303",11.5,"KPPR1",4.11,"Lab_Pa","trial_1",4.03526666666667,0.0857657089132762
"1304",11.5,"PA01",4.56,"Lab_Pa","trial_1",4.46833333333333,0.0818704939387676
"1305",11.5,"Pa14",4.606,"Lab_Pa","trial_1",4.425,0.162850647322427
"1306",11.75,"KPPR1",4.144,"Lab_Pa","trial_1",4.05986666666667,0.0859405590076053
"1307",11.75,"PA01",4.58,"Lab_Pa","trial_1",4.48933333333333,0.0794445998444478
"1308",11.75,"Pa14",4.637,"Lab_Pa","trial_1",4.467,0.162065830246025
"1309",12,"KPPR1",4.174,"Lab_Pa","trial_1",4.0824,0.0862307977244237
"1310",12,"PA01",4.598,"Lab_Pa","trial_1",4.50833333333333,0.0817971746319993
"1311",12,"Pa14",4.641,"Lab_Pa","trial_1",4.493,0.146004566138643
"1312",12.25,"KPPR1",4.202,"Lab_Pa","trial_1",4.1036,0.0866267747018096
"1313",12.25,"PA01",4.619,"Lab_Pa","trial_1",4.527,0.0807733454385377
"1314",12.25,"Pa14",4.628,"Lab_Pa","trial_1",4.493,0.130525859506842
"1315",12.5,"KPPR1",4.222,"Lab_Pa","trial_1",4.12393333333333,0.0865870586759865
"1316",12.5,"PA01",4.63,"Lab_Pa","trial_1",4.53866666666667,0.0801089535847552
"1317",12.5,"Pa14",4.594,"Lab_Pa","trial_1",4.47633333333333,0.122194289737469
"1318",12.75,"KPPR1",4.243,"Lab_Pa","trial_1",4.14166666666667,0.086894334664726
"1319",12.75,"PA01",4.64,"Lab_Pa","trial_1",4.55366666666667,0.0789521655462625
"1320",12.75,"Pa14",4.565,"Lab_Pa","trial_1",4.475,0.119102197013042
"1321",13,"KPPR1",4.257,"Lab_Pa","trial_1",4.1592,0.0860654900144568
"1322",13,"PA01",4.653,"Lab_Pa","trial_1",4.56666666666667,0.0789521655462625
"1323",13,"Pa14",4.571,"Lab_Pa","trial_1",4.474,0.116517523717822
"1324",13.25,"KPPR1",4.284,"Lab_Pa","trial_1",4.1792,0.0853231504340996
"1325",13.25,"PA01",4.663,"Lab_Pa","trial_1",4.57966666666667,0.0788761335541016
"1326",13.25,"Pa14",4.536,"Lab_Pa","trial_1",4.446,0.0996510578635938
"1327",13.5,"KPPR1",4.303,"Lab_Pa","trial_1",4.19366666666667,0.0860251716576617
"1328",13.5,"PA01",4.676,"Lab_Pa","trial_1",4.59766666666667,0.0753532422070286
"1329",13.5,"Pa14",4.469,"Lab_Pa","trial_1",4.421,0.0854244305414636
"1330",13.75,"KPPR1",4.314,"Lab_Pa","trial_1",4.20666666666667,0.0859722915865043
"1331",13.75,"PA01",4.684,"Lab_Pa","trial_1",4.60366666666667,0.0768599014079802
"1332",13.75,"Pa14",4.442,"Lab_Pa","trial_1",4.40266666666667,0.0775893749885325
"1333",14,"KPPR1",4.33,"Lab_Pa","trial_1",4.22253333333333,0.0861040824576455
"1334",14,"PA01",4.688,"Lab_Pa","trial_1",4.614,0.0750022221893013
"1335",14,"Pa14",4.361,"Lab_Pa","trial_1",4.36033333333333,0.0600453532294086
"1336",14.25,"KPPR1",4.348,"Lab_Pa","trial_1",4.23453333333333,0.0865572679497258
"1337",14.25,"PA01",4.698,"Lab_Pa","trial_1",4.62133333333333,0.0751716554146428
"1338",14.25,"Pa14",4.321,"Lab_Pa","trial_1",4.32966666666667,0.0481156015353762
"1339",14.5,"KPPR1",4.366,"Lab_Pa","trial_1",4.2462,0.0857256532144703
"1340",14.5,"PA01",4.706,"Lab_Pa","trial_1",4.63033333333333,0.0756666666666668
"1341",14.5,"Pa14",4.339,"Lab_Pa","trial_1",4.319,0.0349475797922163
"1342",14.75,"KPPR1",4.378,"Lab_Pa","trial_1",4.26093333333333,0.0866735784789644
"1343",14.75,"PA01",4.713,"Lab_Pa","trial_1",4.643,0.0750555349946512
"1344",14.75,"Pa14",4.273,"Lab_Pa","trial_1",4.28466666666667,0.0207551867680775
"1345",15,"KPPR1",4.392,"Lab_Pa","trial_1",4.269,0.0853836719084593
"1346",15,"PA01",4.722,"Lab_Pa","trial_1",4.648,0.0745005592820172
"1347",15,"Pa14",4.24,"Lab_Pa","trial_1",4.264,0.019672315572906
"1348",15.25,"KPPR1",4.404,"Lab_Pa","trial_1",4.27986666666667,0.0857704503819944
"1349",15.25,"PA01",4.729,"Lab_Pa","trial_1",4.65533333333333,0.0741672284622919
"1350",15.25,"Pa14",4.218,"Lab_Pa","trial_1",4.24333333333333,0.0153441990486452
"1351",15.5,"KPPR1",4.414,"Lab_Pa","trial_1",4.29033333333333,0.0860276625868605
"1352",15.5,"PA01",4.733,"Lab_Pa","trial_1",4.66066666666667,0.0743423014022151
"1353",15.5,"Pa14",4.191,"Lab_Pa","trial_1",4.229,0.0190087699058443
"1354",15.75,"KPPR1",4.423,"Lab_Pa","trial_1",4.30346666666667,0.0859494240356705
"1355",15.75,"PA01",4.738,"Lab_Pa","trial_1",4.66766666666667,0.073353785026935
"1356",15.75,"Pa14",4.176,"Lab_Pa","trial_1",4.216,0.0201328918273887
