"","competition","trial","culture_conditions","Condition","Timepoint_hr","CFU_per_mL_total","mean_CFU_per_mL","log_mean_CFU_per_mL","sem_CFU_per_mL","log_sem_CFU_per_mL","fold_change","log_fold_change","mean_fold_change","mean_log_fold_change"
"110","DTT","trial_5","control","LB_DTT_50","T0",3600000,2950000,6.46982201597816,377491.721763537,5.57690743217226,NA,NA,NA,NA
"111","DTT","trial_5","control","LB_DTT_5","T0",3200000,2900000,6.46239799789896,310912.63510296,5.49263837158965,NA,NA,NA,NA
"112","DTT","trial_5","control","LB_DTT_0.5","T0",3200000,3050000,6.48429983934679,95742.7107756337,4.9811057195553,NA,NA,NA,NA
"113","DTT","trial_5","spent","JV537_sp","T0",2800000,2750000,6.43933269383026,478713.553878169,5.68007572389132,NA,NA,NA,NA
"114","DTT","trial_5","spent","JV537_sp_DTT_50","T0",3600000,2300000,6.36172783601759,532290.647422377,5.72614883549732,NA,NA,NA,NA
"115","DTT","trial_5","spent","JV537_sp_DTT_5","T0",2800000,3200000,6.50514997831991,848528.137423857,5.92866624821563,NA,NA,NA,NA
"116","DTT","trial_5","spent","JV537_sp_DTT_0.5","T0",4e+06,3650000,6.56229286445647,793200.26895272,5.89938285279078,NA,NA,NA,NA
"117","DTT","trial_5","control","LB","T24",3.6e+09,2.465e+10,10.3918169236132,14785888542.7965,10.1698474281275,1000,3,10901.0416666667,4.03746799963514
"118","DTT","trial_5","control","LB_DTT_50","T24",5.4e+08,9.88e+09,9.99475694458763,8721326351.72732,9.9405825380785,150,2.17609125905568,2872.53787878788,3.45826576423242
"119","DTT","trial_5","control","LB_DTT_5","T24",4.4e+09,1.915e+10,10.2821687783046,9496095688.93097,9.97754508220657,1375,3.13830269816628,7414.26282051282,3.87006797682106
"120","DTT","trial_5","control","LB_DTT_0.5","T24",4.6e+09,2.415e+10,10.3829171350875,13614544918.334,10.134003129131,1437.5,3.15760785336167,7914.43452380952,3.89841989052342
"121","DTT","trial_5","spent","JV537_sp","T24",3e+08,1081501150,9.03402698557667,975196435.349304,8.98909210512985,107.142857142857,2.02996322337744,343.928890873016,2.53646865915937
"122","DTT","trial_5","spent","JV537_sp_DTT_50","T24",5400000,1355199.75,6.13200331287032,1348274.66755358,6.1297783747302,1.5,0.176091259055681,0.380085113636364,-0.420119139584442
